,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,xg,xga,posse,público,capitão,formação,árbitro,relatório da partida,tc,cag,dist,fk,pb,pt,temporada,time
14,2023-07-22,21:00,Série A,Rodada da semana 16,sáb,Em casa,V,1,0,Atlético Mineiro,0.7,0.9,39.0,37.085,Walter Kannemann,3-4-3,Luiz Flávio de Oliveira,Relatório da Partida,6,2,168.0,0.0,0,0,2023,Gremio
15,2023-07-30,18:30,Série A,Rodada da semana 17,dom,Visitante,E,1,1,Goiás,0.3,0.8,55.0,12.311,Luis Suárez,3-4-3,Paulo Zanovelli,Relatório da Partida,9,2,214.0,1.0,0,0,2023,Gremio
16,2023-08-06,16:00,Série A,Rodada da semana 18,dom,Visitante,D,0,1,Vasco da Gama,1.5,1.8,48.0,,Luis Suárez,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,12,3,158.0,0.0,0,0,2023,Gremio
17,2023-08-13,16:00,Série A,Rodada da semana 19,dom,Em casa,V,2,1,Fluminense,1.2,1.0,29.0,38.712,Luis Suárez,4-4-2,Rodrigo José Pereira de Lima,Relatório da Partida,13,5,197.0,0.0,0,0,2023,Gremio
18,2023-08-20,16:00,Série A,Rodada da semana 20,dom,Visitante,D,1,2,Santos,0.4,1.7,45.0,,Reinaldo,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,9,3,214.0,0.0,0,0,2023,Gremio
19,2023-08-27,19:00,Série A,Rodada da semana 21,dom,Em casa,V,3,0,Cruzeiro,1.5,0.6,39.0,52.203,Pedro Geromel,4-3-1-2,Marcelo de Lima Henrique,Relatório da Partida,10,4,158.0,0.0,0,0,2023,Gremio
20,2023-09-03,11:00,Série A,Rodada da semana 22,dom,Em casa,V,2,0,Cuiabá,0.7,1.1,43.0,39.339,Luis Suárez,4-1-2-1-2◆,Yuri Elino Ferreira da Cruz,Relatório da Partida,11,5,177.0,0.0,0,0,2023,Gremio
21,2023-09-14,21:30,Série A,Rodada da semana 23,qui,Visitante,D,0,2,Bragantino,1.3,1.3,42.0,5.088,Luis Suárez,4-1-3-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,10,4,205.0,0.0,0,0,2023,Gremio
22,2023-09-18,21:00,Série A,Rodada da semana 15,seg,Visitante,E,4,4,Corinthians,1.1,1.8,46.0,35.796,Luis Suárez,4-4-2,Wilton Sampaio,Relatório da Partida,16,7,202.0,1.0,0,0,2023,Gremio
23,2023-09-21,21:30,Série A,Rodada da semana 24,qui,Em casa,V,1,0,Palmeiras,0.4,1.0,35.0,29.057,Luis Suárez,4-1-3-2,Bruno Arleu,Relatório da Partida,7,2,175.0,0.0,0,0,2023,Gremio
24,2023-09-30,16:00,Série A,Rodada da semana 25,sáb,Visitante,E,1,1,Fortaleza,1.5,1.9,49.0,23.634,Pedro Geromel,4-3-3,Raphael Claus,Relatório da Partida,14,3,207.0,1.0,0,1,2023,Gremio
25,2023-10-08,16:00,Série A,Rodada da semana 26,dom,Visitante,D,2,3,Internacional,0.4,2.5,55.0,39.133,Pedro Geromel,4-3-3,Paulo Zanovelli,Relatório da Partida,7,2,233.0,1.0,0,0,2023,Gremio
26,2023-10-18,19:00,Série A,Rodada da semana 27,qua,Em casa,D,1,2,Ath Paranaense,1.6,0.9,51.0,24.679,Pedro Geromel,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,11,5,171.0,0.0,0,0,2023,Gremio
27,2023-10-21,18:30,Série A,Rodada da semana 28,sáb,Visitante,D,0,3,São Paulo,0.1,3.2,43.0,47.132,Luis Suárez,5-3-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,3,2,300.0,2.0,0,0,2023,Gremio
28,2023-10-25,21:30,Série A,Rodada da semana 29,qua,Em casa,V,3,2,Flamengo,1.0,1.1,38.0,22.325,Pedro Geromel,3-4-3,Rodrigo José Pereira de Lima,Relatório da Partida,11,4,198.0,0.0,0,0,2023,Gremio
29,2023-10-28,19:00,Série A,Rodada da semana 30,sáb,Visitante,V,4,3,América (MG),2.1,2.4,56.0,3.008,Luis Suárez,4-3-3,Matheus Delgado Candançan,Relatório da Partida,16,10,182.0,0.0,1,1,2023,Gremio
30,2023-11-01,20:00,Série A,Rodada da semana 31,qua,Visitante,V,2,1,Coritiba,1.4,1.5,48.0,24.308,Pedro Geromel,3-4-1-2,Marcelo de Lima Henrique,Relatório da Partida,19,4,154.0,0.0,0,0,2023,Gremio
31,2023-11-04,19:30,Série A,Rodada da semana 32,sáb,Em casa,V,1,0,Bahia,0.5,0.9,42.0,40.154,Luis Suárez,3-4-1-2,Braulio Machado,Relatório da Partida,7,3,158.0,0.0,0,0,2023,Gremio
32,2023-11-09,20:00,Série A,Rodada da semana 33,qui,Visitante,V,4,3,Botafogo (RJ),2.0,1.4,49.0,17.708,Luis Suárez,4-2-3-1,Ramon Abatti,Relatório da Partida,13,6,124.0,0.0,0,0,2023,Gremio
33,2023-11-12,16:00,Série A,Rodada da semana 34,dom,Em casa,D,0,1,Corinthians,1.4,0.6,73.0,49.459,Luis Suárez,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,26,9,188.0,2.0,0,0,2023,Gremio
34,2023-11-26,16:00,Série A,Rodada da semana 35,dom,Visitante,D,0,3,Atlético Mineiro,1.3,2.1,55.0,39.337,Luis Suárez,3-4-3,Braulio Machado,Relatório da Partida,21,5,174.0,2.0,0,0,2023,Gremio
35,2023-11-30,19:00,Série A,Rodada da semana 36,qui,Em casa,V,2,1,Goiás,1.1,0.6,51.0,36.875,Luis Suárez,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,13,8,182.0,0.0,0,0,2023,Gremio
36,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Em casa,V,1,0,Vasco da Gama,0.8,0.8,49.0,50.481,Luis Suárez,4-3-3,Ramon Abatti,Relatório da Partida,13,5,216.0,0.0,0,0,2023,Gremio
37,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Visitante,V,3,2,Fluminense,2.4,2.4,31.0,44.19,Luis Suárez,4-3-3,Raphael Claus,Relatório da Partida,11,4,215.0,1.0,1,1,2023,Gremio
5,2023-04-15,21:00,Série A,Rodada da semana 1,sáb,Em casa,D,1,2,Vasco da Gama,1.5,1.5,74.0,34.98,Hulk,4-3-3,Raphael Claus,Relatório da Partida,26,10,187.0,3.0,0,0,2023,Atletico Mineiro
7,2023-04-23,16:00,Série A,Rodada da semana 2,dom,Visitante,E,0,0,Santos,1.2,0.8,63.0,11.233,Hulk,4-4-2,Braulio da Silva Machado,Relatório da Partida,15,5,226.0,3.0,0,0,2023,Atletico Mineiro
8,2023-04-29,21:00,Série A,Rodada da semana 3,sáb,Em casa,V,2,1,Ath Paranaense,2.0,0.6,59.0,15.037,Hulk,4-4-2,Ramon Abatti Abel,Relatório da Partida,16,6,191.0,2.0,0,0,2023,Atletico Mineiro
10,2023-05-07,18:30,Série A,Rodada da semana 4,dom,Visitante,D,0,2,Botafogo (RJ),0.5,2.0,61.0,18.218,Hulk,4-2-2-2,Flavio Rodrigues de Souza,Relatório da Partida,9,1,186.0,0.0,0,0,2023,Atletico Mineiro
11,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Visitante,V,4,0,Cuiabá,2.8,0.2,53.0,12.029,Hulk,4-2-2-2,Wilton Sampaio,Relatório da Partida,7,6,196.0,0.0,1,1,2023,Atletico Mineiro
12,2023-05-13,21:00,Série A,Rodada da semana 6,sáb,Em casa,V,2,0,Internacional,2.0,0.3,54.0,36.08,Mariano,4-2-2-2,Raphael Claus,Relatório da Partida,14,4,155.0,0.0,0,0,2023,Atletico Mineiro
13,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Visitante,V,2,1,Coritiba,1.5,1.0,65.0,20.047,Hulk,4-1-2-1-2◆,Rodrigo José Pereira de Lima,Relatório da Partida,18,7,236.0,2.0,1,1,2023,Atletico Mineiro
15,2023-05-28,18:30,Série A,Rodada da semana 8,dom,Em casa,E,1,1,Palmeiras,0.8,1.1,57.0,53.236,Hulk,4-1-3-2,Braulio da Silva Machado,Relatório da Partida,10,4,172.0,0.0,0,0,2023,Atletico Mineiro
16,2023-06-03,18:30,Série A,Rodada da semana 9,sáb,Visitante,V,1,0,Cruzeiro,0.6,1.8,36.0,34.344,Hulk,4-2-3-1,Savio Pereira,Relatório da Partida,7,3,214.0,2.0,0,0,2023,Atletico Mineiro
18,2023-06-10,18:30,Série A,Rodada da semana 10,sáb,Em casa,E,1,1,Bragantino,1.7,0.5,61.0,28.786,Mariano,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,16,6,180.0,1.0,0,0,2023,Atletico Mineiro
19,2023-06-21,21:30,Série A,Rodada da semana 11,qua,Visitante,E,1,1,Fluminense,1.4,0.4,51.0,7.788,Hulk,4-3-3,Ramon Abatti Abel,Relatório da Partida,14,6,191.0,1.0,0,0,2023,Atletico Mineiro
20,2023-06-24,18:30,Série A,Rodada da semana 12,sáb,Visitante,D,1,2,Fortaleza,1.0,0.8,58.0,27.109,Hulk,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,18,4,249.0,1.0,0,0,2023,Atletico Mineiro
22,2023-07-02,16:00,Série A,Rodada da semana 13,dom,Em casa,E,2,2,América (MG),1.3,2.6,47.0,34.507,Hulk,4-3-3,Wilton Sampaio,Relatório da Partida,12,5,197.0,2.0,0,0,2023,Atletico Mineiro
23,2023-07-08,18:30,Série A,Rodada da semana 14,sáb,Em casa,D,0,1,Corinthians,1.4,0.8,59.0,21.086,Mariano,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,26,6,199.0,0.0,0,0,2023,Atletico Mineiro
24,2023-07-17,20:00,Série A,Rodada da semana 15,seg,Visitante,E,0,0,Goiás,0.2,1.5,61.0,12.303,Guilherme Arana,4-2-3-1,Raphael Claus,Relatório da Partida,6,1,217.0,2.0,0,0,2023,Atletico Mineiro
25,2023-07-22,21:00,Série A,Rodada da semana 16,sáb,Visitante,D,0,1,Grêmio,0.9,0.7,61.0,37.085,Mariano,4-4-1-1,Luiz Flávio de Oliveira,Relatório da Partida,17,3,183.0,0.0,0,0,2023,Atletico Mineiro
26,2023-07-29,21:00,Série A,Rodada da semana 17,sáb,Em casa,D,1,2,Flamengo,0.9,1.8,40.0,22.441,Igor Rabello,4-2-3-1,Flavio de Souza,Relatório da Partida,20,5,244.0,2.0,0,0,2023,Atletico Mineiro
28,2023-08-06,16:00,Série A,Rodada da semana 18,dom,Visitante,V,2,0,São Paulo,1.9,0.9,32.0,53.46,Rodrigo Battaglia,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,7,1,262.0,2.0,1,1,2023,Atletico Mineiro
30,2023-08-13,11:00,Série A,Rodada da semana 19,dom,Em casa,V,1,0,Bahia,1.1,0.6,40.0,29.847,Rodrigo Battaglia,4-2-3-1,Savio Pereira,Relatório da Partida,11,4,223.0,1.0,0,0,2023,Atletico Mineiro
31,2023-08-20,11:00,Série A,Rodada da semana 20,dom,Visitante,D,0,1,Vasco da Gama,0.7,1.9,58.0,53.54,Rodrigo Battaglia,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,10,5,228.0,3.0,0,0,2023,Atletico Mineiro
32,2023-08-27,16:00,Série A,Rodada da semana 21,dom,Em casa,V,2,0,Santos,1.6,0.7,56.0,29.782,Rodrigo Battaglia,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,15,6,175.0,0.0,0,0,2023,Atletico Mineiro
33,2023-09-02,16:00,Série A,Rodada da semana 22,sáb,Visitante,E,1,1,Ath Paranaense,0.4,2.0,48.0,18.009,Mariano,4-2-3-1,Flavio de Souza,Relatório da Partida,9,7,203.0,1.0,0,0,2023,Atletico Mineiro
34,2023-09-16,21:00,Série A,Rodada da semana 23,sáb,Em casa,V,1,0,Botafogo (RJ),1.3,0.1,42.0,31.729,Rodrigo Battaglia,4-2-3-1,Ramon Abatti,Relatório da Partida,13,6,195.0,3.0,0,0,2023,Atletico Mineiro
35,2023-09-23,21:00,Série A,Rodada da semana 24,sáb,Em casa,V,1,0,Cuiabá,0.6,0.4,64.0,36.104,Rodrigo Battaglia,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,7,3,215.0,0.0,0,0,2023,Atletico Mineiro
36,2023-09-30,21:00,Série A,Rodada da semana 25,sáb,Visitante,V,2,0,Internacional,1.4,0.8,37.0,23.937,Rodrigo Battaglia,4-2-3-1,Ramon Abatti,Relatório da Partida,8,5,119.0,0.0,0,0,2023,Atletico Mineiro
37,2023-10-08,18:30,Série A,Rodada da semana 26,dom,Em casa,D,1,2,Coritiba,0.6,0.8,62.0,38.35,Mariano,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,13,3,165.0,0.0,0,0,2023,Atletico Mineiro
38,2023-10-19,19:00,Série A,Rodada da semana 27,qui,Visitante,V,2,0,Palmeiras,1.1,0.7,44.0,27.718,Guilherme Arana,4-4-2,Bruno Arleu,Relatório da Partida,13,3,248.0,2.0,0,0,2023,Atletico Mineiro
39,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Em casa,D,0,1,Cruzeiro,0.6,0.9,53.0,42.058,Guilherme Arana,4-4-2,Ramon Abatti,Relatório da Partida,9,1,258.0,1.0,0,0,2023,Atletico Mineiro
40,2023-10-25,19:00,Série A,Rodada da semana 29,qua,Visitante,V,2,1,Bragantino,1.4,1.9,42.0,5.494,Guilherme Arana,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,8,3,178.0,0.0,1,1,2023,Atletico Mineiro
41,2023-10-28,22:00,Série A,Rodada da semana 30,sáb,Em casa,V,2,0,Fluminense,1.2,0.8,47.0,23.003,Guilherme Arana,4-4-2,Raphael Claus,Relatório da Partida,18,3,216.0,1.0,0,0,2023,Atletico Mineiro
42,2023-11-01,21:30,Série A,Rodada da semana 31,qua,Em casa,V,3,1,Fortaleza,2.3,0.4,56.0,28.898,Guilherme Arana,4-4-2,Matheus Delgado Candançan,Relatório da Partida,10,3,222.0,2.0,1,1,2023,Atletico Mineiro
43,2023-11-04,19:30,Série A,Rodada da semana 32,sáb,Visitante,E,1,1,América (MG),1.0,1.4,60.0,5.706,Guilherme Arana,4-4-2,Rodrigo José Pereira de Lima,Relatório da Partida,15,5,227.0,1.0,0,0,2023,Atletico Mineiro
44,2023-11-09,19:00,Série A,Rodada da semana 33,qui,Visitante,E,1,1,Corinthians,1.1,1.5,60.0,30.348,Guilherme Arana,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,14,3,186.0,0.0,0,0,2023,Atletico Mineiro
45,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Em casa,V,2,1,Goiás,1.2,1.0,48.0,29.173,Guilherme Arana,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,7,3,211.0,1.0,1,1,2023,Atletico Mineiro
46,2023-11-26,16:00,Série A,Rodada da semana 35,dom,Em casa,V,3,0,Grêmio,2.1,1.3,45.0,39.337,Guilherme Arana,4-4-2,Braulio Machado,Relatório da Partida,17,6,146.0,1.0,0,0,2023,Atletico Mineiro
47,2023-11-29,19:30,Série A,Rodada da semana 36,qua,Visitante,V,3,0,Flamengo,1.2,1.0,41.0,65.305,Guilherme Arana,4-4-2,Ramon Abatti,Relatório da Partida,11,6,191.0,1.0,0,0,2023,Atletico Mineiro
48,2023-12-02,21:00,Série A,Rodada da semana 37,sáb,Em casa,V,2,1,São Paulo,0.8,1.9,48.0,53.856,Réver,4-2-3-1,Savio Pereira,Relatório da Partida,7,2,128.0,0.0,0,0,2023,Atletico Mineiro
49,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Visitante,D,1,4,Bahia,1.1,1.4,62.0,28.019,Guilherme Arana,4-4-2,Ramon Abatti,Relatório da Partida,7,5,221.0,2.0,0,0,2023,Atletico Mineiro
1,2023-04-16,16:00,Série A,Rodada da semana 1,dom,Em casa,V,3,0,Coritiba,1.4,0.4,58.0,42.848,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,14,6,227.0,0.0,1,1,2023,Flamengo
3,2023-04-23,11:00,Série A,Rodada da semana 2,dom,Visitante,D,1,2,Internacional,1.5,1.1,64.0,45.751,Everton Ribeiro,4-1-2-1-2◆,Ramon Abatti Abel,Relatório da Partida,16,4,158.0,1.0,0,0,2023,Flamengo
4,2023-04-30,16:00,Série A,Rodada da semana 3,dom,Em casa,D,2,3,Botafogo (RJ),3.1,1.9,74.0,53.138,Gabriel Barbosa,3-4-3,Edina Alves Batista,Relatório da Partida,24,13,157.0,0.0,0,0,2023,Flamengo
6,2023-05-07,16:00,Série A,Rodada da semana 4,dom,Visitante,D,1,2,Ath Paranaense,1.5,1.0,60.0,32.949,Everton Ribeiro,4-4-2,Raphael Claus,Relatório da Partida,13,3,228.0,0.0,1,1,2023,Flamengo
7,2023-05-10,20:00,Série A,Rodada da semana 5,qua,Em casa,V,2,0,Goiás,2.6,0.7,57.0,44.948,Everton Ribeiro,4-2-3-1,Savio Pereira,Relatório da Partida,22,4,149.0,0.0,1,1,2023,Flamengo
8,2023-05-13,16:00,Série A,Rodada da semana 6,sáb,Visitante,V,3,2,Bahia,2.2,1.4,48.0,48.502,Gabriel Barbosa,4-1-4-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,13,3,180.0,0.0,1,1,2023,Flamengo
9,2023-05-21,16:00,Série A,Rodada da semana 7,dom,Em casa,V,1,0,Corinthians,0.6,1.2,64.0,64.871,Gabriel Barbosa,4-2-2-2,Rafael Rodrigo Klein,Relatório da Partida,10,3,214.0,1.0,0,0,2023,Flamengo
11,2023-05-27,18:30,Série A,Rodada da semana 8,sáb,Em casa,E,1,1,Cruzeiro,2.0,1.2,62.0,65.27,Gabriel Barbosa,4-3-1-2,Luiz Flávio de Oliveira,Relatório da Partida,13,2,189.0,0.0,0,1,2023,Flamengo
12,2023-06-05,20:00,Série A,Rodada da semana 9,seg,Visitante,V,4,1,Vasco da Gama,1.1,1.5,55.0,46.423,David Luiz,4-2-2-2,Braulio Machado,Relatório da Partida,11,5,194.0,0.0,0,0,2023,Flamengo
14,2023-06-11,18:30,Série A,Rodada da semana 10,dom,Em casa,V,3,0,Grêmio,1.9,2.0,52.0,62.967,Everton Ribeiro,4-2-2-2,Savio Pereira,Relatório da Partida,14,4,160.0,0.0,0,0,2023,Flamengo
15,2023-06-22,21:30,Série A,Rodada da semana 11,qui,Visitante,D,0,4,Bragantino,0.8,3.3,41.0,10.103,Everton Ribeiro,4-2-3-1,Anderson Daronco,Relatório da Partida,7,0,164.0,0.0,0,0,2023,Flamengo
16,2023-06-25,18:30,Série A,Rodada da semana 12,dom,Visitante,V,3,2,Santos,0.8,1.8,67.0,,Everton Ribeiro,4-3-3,Wilton Sampaio,Relatório da Partida,10,4,170.0,1.0,0,0,2023,Flamengo
18,2023-07-01,18:30,Série A,Rodada da semana 13,sáb,Em casa,V,2,0,Fortaleza,1.3,1.6,58.0,64.853,Everton Ribeiro,4-2-2-2,Savio Pereira,Relatório da Partida,10,4,162.0,0.0,0,0,2023,Flamengo
19,2023-07-08,21:00,Série A,Rodada da semana 14,sáb,Visitante,E,1,1,Palmeiras,0.8,1.1,56.0,40.229,David Luiz,4-3-3,Ramon Abatti,Relatório da Partida,10,4,169.0,0.0,0,0,2023,Flamengo
20,2023-07-16,16:00,Série A,Rodada da semana 15,dom,Visitante,E,0,0,Fluminense,0.4,1.5,46.0,62.354,Everton Ribeiro,4-2-3-1,Savio Pereira,Relatório da Partida,8,3,195.0,1.0,0,0,2023,Flamengo
21,2023-07-22,16:00,Série A,Rodada da semana 16,sáb,Em casa,E,1,1,América (MG),2.5,1.3,66.0,60.402,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,16,7,173.0,1.0,0,0,2023,Flamengo
22,2023-07-29,21:00,Série A,Rodada da semana 17,sáb,Visitante,V,2,1,Atlético Mineiro,1.8,0.9,60.0,22.441,Everton Ribeiro,4-2-3-1,Flavio de Souza,Relatório da Partida,6,5,194.0,1.0,0,0,2023,Flamengo
24,2023-08-06,19:00,Série A,Rodada da semana 18,dom,Visitante,D,0,3,Cuiabá,0.8,1.9,62.0,33.091,David Luiz,4-2-3-1,Anderson Daronco,Relatório da Partida,10,4,176.0,0.0,0,0,2023,Flamengo
26,2023-08-13,18:30,Série A,Rodada da semana 19,dom,Em casa,E,1,1,São Paulo,1.4,0.8,54.0,62.018,Gabriel Barbosa,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,18,6,212.0,0.0,1,1,2023,Flamengo
27,2023-08-20,16:00,Série A,Rodada da semana 20,dom,Visitante,V,3,2,Coritiba,1.9,2.6,62.0,31.851,Gabriel Barbosa,4-2-2-2,Raphael Claus,Relatório da Partida,16,3,174.0,0.0,1,1,2023,Flamengo
28,2023-08-26,18:30,Série A,Rodada da semana 21,sáb,Em casa,E,0,0,Internacional,0.7,0.3,59.0,58.892,Gabriel Barbosa,4-2-3-1,Edina Alves Batista,Relatório da Partida,8,4,121.0,0.0,0,0,2023,Flamengo
29,2023-09-02,21:00,Série A,Rodada da semana 22,sáb,Visitante,V,2,1,Botafogo (RJ),0.8,1.1,52.0,40.769,Bruno Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,12,4,217.0,0.0,0,0,2023,Flamengo
30,2023-09-13,21:30,Série A,Rodada da semana 23,qua,Em casa,D,0,3,Ath Paranaense,0.5,2.3,58.0,20.67,Gabriel Barbosa,3-4-3,Rafael Rodrigo Klein,Relatório da Partida,13,4,228.0,1.0,0,0,2023,Flamengo
31,2023-09-20,19:00,Série A,Rodada da semana 24,qua,Visitante,E,0,0,Goiás,0.5,0.1,64.0,13.799,Everton Ribeiro,4-3-3,Raphael Claus,Relatório da Partida,10,2,185.0,0.0,0,0,2023,Flamengo
32,2023-09-30,16:00,Série A,Rodada da semana 25,sáb,Em casa,V,1,0,Bahia,1.4,0.5,65.0,46.472,Everton Ribeiro,4-2-3-1,Savio Pereira,Relatório da Partida,14,4,200.0,2.0,1,1,2023,Flamengo
33,2023-10-07,21:00,Série A,Rodada da semana 26,sáb,Visitante,E,1,1,Corinthians,0.9,1.0,57.0,40.8,Everton Ribeiro,4-2-3-1,Anderson Daronco,Relatório da Partida,20,7,247.0,1.0,0,0,2023,Flamengo
34,2023-10-19,19:00,Série A,Rodada da semana 27,qui,Visitante,V,2,0,Cruzeiro,1.8,0.3,57.0,37.073,Everton Ribeiro,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,8,1,171.0,0.0,1,1,2023,Flamengo
35,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Em casa,V,1,0,Vasco da Gama,0.5,1.1,47.0,69.473,Bruno Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,10,5,206.0,2.0,0,0,2023,Flamengo
36,2023-10-25,21:30,Série A,Rodada da semana 29,qua,Visitante,D,2,3,Grêmio,1.1,1.0,62.0,22.325,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,8,4,144.0,1.0,0,0,2023,Flamengo
37,2023-11-01,20:00,Série A,Rodada da semana 31,qua,Em casa,D,1,2,Santos,1.2,0.6,60.0,64.708,Bruno Henrique,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,8,4,171.0,0.0,0,0,2023,Flamengo
38,2023-11-05,16:00,Série A,Rodada da semana 32,dom,Visitante,V,2,0,Fortaleza,0.7,0.8,48.0,49.324,Giorgian De Arrascaeta,4-2-3-1,Anderson Daronco,Relatório da Partida,7,5,118.0,0.0,0,0,2023,Flamengo
39,2023-11-08,21:30,Série A,Rodada da semana 33,qua,Em casa,V,3,0,Palmeiras,1.4,1.0,51.0,64.59,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,12,6,185.0,0.0,0,0,2023,Flamengo
40,2023-11-11,18:30,Série A,Rodada da semana 34,sáb,Em casa,E,1,1,Fluminense,0.9,1.4,42.0,59.97,Gerson,4-2-3-1,Wilton Pereira Sampaio,Relatório da Partida,11,7,180.0,0.0,0,0,2023,Flamengo
41,2023-11-23,21:30,Série A,Rodada da semana 30,qui,Em casa,V,1,0,Bragantino,1.1,1.3,53.0,57.699,Gerson,4-2-3-1,Braulio Machado,Relatório da Partida,16,4,149.0,0.0,0,0,2023,Flamengo
42,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Visitante,V,3,0,América (MG),3.0,0.5,57.0,39.9,Bruno Henrique,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,24,8,171.0,1.0,0,0,2023,Flamengo
43,2023-11-29,19:30,Série A,Rodada da semana 36,qua,Em casa,D,0,3,Atlético Mineiro,1.0,1.2,59.0,65.305,Bruno Henrique,4-2-3-1,Ramon Abatti,Relatório da Partida,19,4,197.0,1.0,0,0,2023,Flamengo
44,2023-12-03,16:00,Série A,Rodada da semana 37,dom,Em casa,V,2,1,Cuiabá,1.5,0.8,68.0,63.148,Filipe Luís,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,19,6,178.0,0.0,0,0,2023,Flamengo
45,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Visitante,D,0,1,São Paulo,0.4,0.5,57.0,36.618,Gerson,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,10,2,188.0,0.0,0,0,2023,Flamengo
1,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Em casa,V,2,1,São Paulo,0.9,2.0,33.0,11.708,Víctor Cuesta,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,12,3,183.0,0.0,0,0,2023,Botafogo RJ
3,2023-04-24,20:00,Série A,Rodada da semana 2,seg,Visitante,V,2,1,Bahia,0.2,0.9,42.0,27.822,Víctor Cuesta,4-2-3-1,Raphael Claus,Relatório da Partida,5,3,219.0,0.0,0,0,2023,Botafogo RJ
4,2023-04-30,16:00,Série A,Rodada da semana 3,dom,Visitante,V,3,2,Flamengo,1.9,3.1,26.0,53.138,Fernando Marçal,4-2-3-1,Edina Alves Batista,Relatório da Partida,11,5,168.0,0.0,1,1,2023,Botafogo RJ
6,2023-05-07,18:30,Série A,Rodada da semana 4,dom,Em casa,V,2,0,Atlético Mineiro,2.0,0.5,39.0,18.218,Víctor Cuesta,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,22,7,177.0,0.0,0,0,2023,Botafogo RJ
7,2023-05-11,19:30,Série A,Rodada da semana 5,qui,Em casa,V,3,0,Corinthians,2.6,0.6,53.0,22.388,Fernando Marçal,4-2-3-1,Anderson Daronco,Relatório da Partida,15,5,247.0,1.0,1,1,2023,Botafogo RJ
8,2023-05-14,18:30,Série A,Rodada da semana 6,dom,Visitante,D,1,2,Goiás,1.5,1.9,53.0,6.674,Fernando Marçal,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,16,1,202.0,1.0,1,1,2023,Botafogo RJ
9,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Em casa,V,1,0,Fluminense,1.4,0.9,35.0,24.732,Fernando Marçal,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,21,7,177.0,0.0,0,0,2023,Botafogo RJ
11,2023-05-28,19:00,Série A,Rodada da semana 8,dom,Em casa,V,2,0,América (MG),2.1,0.4,55.0,23.708,Fernando Marçal,4-2-3-1,Raphael Claus,Relatório da Partida,18,6,175.0,1.0,0,0,2023,Botafogo RJ
12,2023-06-03,18:30,Série A,Rodada da semana 9,sáb,Visitante,D,0,1,Ath Paranaense,0.6,0.9,51.0,18.684,Víctor Cuesta,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,13,4,204.0,0.0,0,0,2023,Botafogo RJ
